BHGE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BIIB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BLK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BLL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BMY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BRK.B,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BSX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BWA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
BXP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CAG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CAH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CAT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CBG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CBOE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CBS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CCI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CCL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CDNS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CELG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CERN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CFG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CF,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CHD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CHK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CHRW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CHTR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CINF,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CLX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CMA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CMCSA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CME,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CMG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CMI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CMS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CNC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CNP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COF,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COST,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
COTY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CPB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CRM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CSCO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CSRA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CSX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CTAS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CTL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CTSH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CTXS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CVS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CVX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
CXO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
C,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DAL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DFS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DGX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DHI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DHR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DISCA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DISCK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DISH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DIS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DLR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DLTR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DOV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DPS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DRE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DRI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DTE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DUK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DVA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DVN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DWDP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
DXC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
D,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EBAY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ECL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ED,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EFX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EIX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EMN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EMR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EOG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EQIX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EQR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EQT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ESRX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ESS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ES,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ETFC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ETN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ETR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EVHC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EXC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EXPD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EXPE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
EXR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FAST,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FBHS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FCX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FDX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FFIV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FISV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FIS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FITB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FLIR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FLR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FLS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FMC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FOXA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FOX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FRT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FTI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
FTV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
F,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GGP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GILD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GIS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GLW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GOOGL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GOOG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GPC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GPN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GPS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GRMN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
GWW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HAL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HAS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HBAN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HBI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HCA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HCN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HCP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HES,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HIG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HII,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HLT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HOG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HOLX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HON,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HPE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HPQ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HRB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HRL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HRS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HSIC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HST,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HSY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
HUM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IBM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ICE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IDXX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IFF,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ILMN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
INCY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
INFO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
INTC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
INTU,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IPG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IQV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IRM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ISRG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ITW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
IVZ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JBHT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JCI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JEC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JNJ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JNPR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JPM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
JWN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KEY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KHC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KIM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KLAC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KMB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KMI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KMX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KORS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KSS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
KSU,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
K,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LEG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LEN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LKQ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LLL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LLY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LMT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LNC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LNT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LOW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LRCX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LUK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LUV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
LYB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
L,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MAA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MAC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MAR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MAS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MAT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MCD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MCHP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MCK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MCO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MDLZ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MDT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MET,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MGM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MHK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MKC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MLM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MMC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MMM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MNST,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MON,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MOS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MPC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MRK,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MRO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MSFT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MSI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MTB,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MTD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MU,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
MYL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
M,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NAVI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NBL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NCLH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NDAQ,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NEE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NEM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NFLX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NFX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NKE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NLSN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NOC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NOV,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NRG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NSC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NTAP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NTRS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NUE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NVDA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NWL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NWSA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
NWS,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
OKE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
OMC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ORCL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
ORLY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
OXY,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
O,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PAYX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PBCT,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PCAR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PCG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PCLN,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PDCO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PEG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PEP,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PFE,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PFG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PGR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PHM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PKG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PKI,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PLD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PM,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PNC,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PNR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PNW,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PPG,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PPL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PRGO,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PRU,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PSA,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PSX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PVH,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PWR,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PXD,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PX,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
PYPL,2024-08-13 13:07:57.263477,2024-08-13 13:07:57.263477
